"","Gene"
"5177","ENSMUSG00000040688"
"5178","ENSMUSG00000040690"
"5179","ENSMUSG00000040697"
"5180","ENSMUSG00000040699"
"5181","ENSMUSG00000040711"
"5182","ENSMUSG00000040713"
"5183","ENSMUSG00000040720"
"5184","ENSMUSG00000040731"
"5185","ENSMUSG00000040734"
"5186","ENSMUSG00000040746"
"5187","ENSMUSG00000040760"
"5188","ENSMUSG00000040761"
"5189","ENSMUSG00000040767"
"5190","ENSMUSG00000040771"
"5191","ENSMUSG00000040774"
"5192","ENSMUSG00000040782"
"5193","ENSMUSG00000040785"
"5194","ENSMUSG00000040795"
"5195","ENSMUSG00000040813"
"5196","ENSMUSG00000040822"
"5197","ENSMUSG00000040824"
"5198","ENSMUSG00000040842"
"5199","ENSMUSG00000040843"
"5200","ENSMUSG00000040850"
"5201","ENSMUSG00000040852"
"5202","ENSMUSG00000040857"
"5203","ENSMUSG00000040859"
"5204","ENSMUSG00000040865"
"5205","ENSMUSG00000040883"
"5206","ENSMUSG00000040918"
"5207","ENSMUSG00000040928"
"5208","ENSMUSG00000040938"
"5209","ENSMUSG00000040940"
"5210","ENSMUSG00000040945"
"5211","ENSMUSG00000040997"
"5212","ENSMUSG00000040998"
"5213","ENSMUSG00000041025"
"5214","ENSMUSG00000041028"
"5215","ENSMUSG00000041035"
"5216","ENSMUSG00000041040"
"5217","ENSMUSG00000041057"
"5218","ENSMUSG00000041058"
"5219","ENSMUSG00000041064"
"5220","ENSMUSG00000041075"
"5221","ENSMUSG00000041084"
"5222","ENSMUSG00000041124"
"5223","ENSMUSG00000041126"
"5224","ENSMUSG00000041130"
"5225","ENSMUSG00000041135"
"5226","ENSMUSG00000041143"
"5227","ENSMUSG00000041147"
"5228","ENSMUSG00000041168"
"5229","ENSMUSG00000041193"
"5230","ENSMUSG00000041199"
"5231","ENSMUSG00000041203"
"5232","ENSMUSG00000041215"
"5233","ENSMUSG00000041219"
"5234","ENSMUSG00000041220"
"5235","ENSMUSG00000041231"
"5236","ENSMUSG00000041236"
"5237","ENSMUSG00000041238"
"5238","ENSMUSG00000041241"
"5239","ENSMUSG00000041278"
"5240","ENSMUSG00000041303"
"5241","ENSMUSG00000041313"
"5242","ENSMUSG00000041324"
"5243","ENSMUSG00000041341"
"5244","ENSMUSG00000041347"
"5245","ENSMUSG00000041354"
"5246","ENSMUSG00000041355"
"5247","ENSMUSG00000041360"
"5248","ENSMUSG00000041375"
"5249","ENSMUSG00000041390"
"5250","ENSMUSG00000041396"
"5251","ENSMUSG00000041406"
"5252","ENSMUSG00000041408"
"5253","ENSMUSG00000041415"
"5254","ENSMUSG00000041417"
"5255","ENSMUSG00000041420"
"5256","ENSMUSG00000041426"
"5257","ENSMUSG00000041429"
"5258","ENSMUSG00000041438"
"5259","ENSMUSG00000041449"
"5260","ENSMUSG00000041459"
"5261","ENSMUSG00000041483"
"5262","ENSMUSG00000041506"
"5263","ENSMUSG00000041530"
"5264","ENSMUSG00000041548"
"5265","ENSMUSG00000041559"
"5266","ENSMUSG00000041560"
"5267","ENSMUSG00000041577"
"5268","ENSMUSG00000041594"
"5269","ENSMUSG00000041598"
"5270","ENSMUSG00000041617"
"5271","ENSMUSG00000041625"
"5272","ENSMUSG00000041629"
"5273","ENSMUSG00000041632"
"5274","ENSMUSG00000041638"
"5275","ENSMUSG00000041645"
"5276","ENSMUSG00000041654"
"5277","ENSMUSG00000041671"
"5278","ENSMUSG00000041702"
"5279","ENSMUSG00000041712"
"5280","ENSMUSG00000041720"
"5281","ENSMUSG00000041733"
"5282","ENSMUSG00000041734"
"5283","ENSMUSG00000041736"
"5284","ENSMUSG00000041740"
"5285","ENSMUSG00000041747"
"5286","ENSMUSG00000041763"
"5287","ENSMUSG00000041765"
"5288","ENSMUSG00000041773"
"5289","ENSMUSG00000041774"
"5290","ENSMUSG00000041779"
"5291","ENSMUSG00000041781"
"5292","ENSMUSG00000041801"
"5293","ENSMUSG00000041815"
"5294","ENSMUSG00000041836"
"5295","ENSMUSG00000041840"
"5296","ENSMUSG00000041842"
"5297","ENSMUSG00000041845"
"5298","ENSMUSG00000041852"
"5299","ENSMUSG00000041859"
"5300","ENSMUSG00000041870"
"5301","ENSMUSG00000041879"
"5302","ENSMUSG00000041889"
"5303","ENSMUSG00000041890"
"5304","ENSMUSG00000041891"
"5305","ENSMUSG00000041895"
"5306","ENSMUSG00000041912"
"5307","ENSMUSG00000041915"
"5308","ENSMUSG00000041921"
"5309","ENSMUSG00000041926"
"5310","ENSMUSG00000041935"
"5311","ENSMUSG00000041936"
"5312","ENSMUSG00000041939"
"5313","ENSMUSG00000041957"
"5314","ENSMUSG00000041958"
"5315","ENSMUSG00000041966"
"5316","ENSMUSG00000041974"
"5317","ENSMUSG00000041975"
"5318","ENSMUSG00000041995"
"5319","ENSMUSG00000042029"
"5320","ENSMUSG00000042032"
"5321","ENSMUSG00000042043"
"5322","ENSMUSG00000042046"
"5323","ENSMUSG00000042050"
"5324","ENSMUSG00000042055"
"5325","ENSMUSG00000042063"
"5326","ENSMUSG00000042073"
"5327","ENSMUSG00000042082"
"5328","ENSMUSG00000042104"
"5329","ENSMUSG00000042106"
"5330","ENSMUSG00000042111"
"5331","ENSMUSG00000042115"
"5332","ENSMUSG00000042133"
"5333","ENSMUSG00000042156"
"5334","ENSMUSG00000042167"
"5335","ENSMUSG00000042182"
"5336","ENSMUSG00000042197"
"5337","ENSMUSG00000042198"
"5338","ENSMUSG00000042207"
"5339","ENSMUSG00000042210"
"5340","ENSMUSG00000042211"
"5341","ENSMUSG00000042215"
"5342","ENSMUSG00000042228"
"5343","ENSMUSG00000042229"
"5344","ENSMUSG00000042256"
"5345","ENSMUSG00000042272"
"5346","ENSMUSG00000042292"
"5347","ENSMUSG00000042293"
"5348","ENSMUSG00000042298"
"5349","ENSMUSG00000042302"
"5350","ENSMUSG00000042305"
"5351","ENSMUSG00000042312"
"5352","ENSMUSG00000042323"
"5353","ENSMUSG00000042331"
"5354","ENSMUSG00000042350"
"5355","ENSMUSG00000042354"
"5356","ENSMUSG00000042357"
"5357","ENSMUSG00000042363"
"5358","ENSMUSG00000042367"
"5359","ENSMUSG00000042380"
"5360","ENSMUSG00000042389"
"5361","ENSMUSG00000042390"
"5362","ENSMUSG00000042396"
"5363","ENSMUSG00000042406"
"5364","ENSMUSG00000042410"
"5365","ENSMUSG00000042426"
"5366","ENSMUSG00000042444"
"5367","ENSMUSG00000042446"
"5368","ENSMUSG00000042447"
"5369","ENSMUSG00000042460"
"5370","ENSMUSG00000042462"
"5371","ENSMUSG00000042472"
"5372","ENSMUSG00000042485"
"5373","ENSMUSG00000042487"
"5374","ENSMUSG00000042489"
"5375","ENSMUSG00000042492"
"5376","ENSMUSG00000042501"
"5377","ENSMUSG00000042502"
"5378","ENSMUSG00000042505"
"5379","ENSMUSG00000042506"
"5380","ENSMUSG00000042507"
"5381","ENSMUSG00000042508"
"5382","ENSMUSG00000042520"
"5383","ENSMUSG00000042535"
"5384","ENSMUSG00000042541"
"5385","ENSMUSG00000042548"
"5386","ENSMUSG00000042549"
"5387","ENSMUSG00000042557"
"5388","ENSMUSG00000042558"
"5389","ENSMUSG00000042569"
"5390","ENSMUSG00000042570"
"5391","ENSMUSG00000042590"
"5392","ENSMUSG00000042594"
"5393","ENSMUSG00000042605"
"5394","ENSMUSG00000042606"
"5395","ENSMUSG00000042608"
"5396","ENSMUSG00000042613"
"5397","ENSMUSG00000042616"
"5398","ENSMUSG00000042622"
"5399","ENSMUSG00000042625"
"5400","ENSMUSG00000042626"
"5401","ENSMUSG00000042644"
"5402","ENSMUSG00000042647"
"5403","ENSMUSG00000042650"
"5404","ENSMUSG00000042660"
"5405","ENSMUSG00000042670"
"5406","ENSMUSG00000042675"
"5407","ENSMUSG00000042688"
"5408","ENSMUSG00000042694"
"5409","ENSMUSG00000042699"
"5410","ENSMUSG00000042700"
"5411","ENSMUSG00000042705"
"5412","ENSMUSG00000042709"
"5413","ENSMUSG00000042719"
"5414","ENSMUSG00000042726"
"5415","ENSMUSG00000042734"
"5416","ENSMUSG00000042745"
"5417","ENSMUSG00000042747"
"5418","ENSMUSG00000042751"
"5419","ENSMUSG00000042770"
"5420","ENSMUSG00000042790"
"5421","ENSMUSG00000042793"
"5422","ENSMUSG00000042831"
"5423","ENSMUSG00000042901"
"5424","ENSMUSG00000043004"
"5425","ENSMUSG00000043019"
"5426","ENSMUSG00000043061"
"5427","ENSMUSG00000043067"
"5428","ENSMUSG00000043079"
"5429","ENSMUSG00000043099"
"5430","ENSMUSG00000043131"
"5431","ENSMUSG00000043140"
"5432","ENSMUSG00000043154"
"5433","ENSMUSG00000043162"
"5434","ENSMUSG00000043183"
"5435","ENSMUSG00000043207"
"5436","ENSMUSG00000043241"
"5437","ENSMUSG00000043257"
"5438","ENSMUSG00000043259"
"5439","ENSMUSG00000043262"
"5440","ENSMUSG00000043284"
"5441","ENSMUSG00000043300"
"5442","ENSMUSG00000043336"
"5443","ENSMUSG00000043411"
"5444","ENSMUSG00000043421"
"5445","ENSMUSG00000043445"
"5446","ENSMUSG00000043510"
"5447","ENSMUSG00000043535"
"5448","ENSMUSG00000043542"
"5449","ENSMUSG00000043557"
"5450","ENSMUSG00000043587"
"5451","ENSMUSG00000043671"
"5452","ENSMUSG00000043733"
"5453","ENSMUSG00000043822"
"5454","ENSMUSG00000043866"
"5455","ENSMUSG00000043872"
"5456","ENSMUSG00000043885"
"5457","ENSMUSG00000043895"
"5458","ENSMUSG00000043909"
"5459","ENSMUSG00000043940"
"5460","ENSMUSG00000043943"
"5461","ENSMUSG00000043962"
"5462","ENSMUSG00000043964"
"5463","ENSMUSG00000043969"
"5464","ENSMUSG00000043987"
"5465","ENSMUSG00000043991"
"5466","ENSMUSG00000043998"
"5467","ENSMUSG00000044017"
"5468","ENSMUSG00000044018"
"5469","ENSMUSG00000044030"
"5470","ENSMUSG00000044042"
"5471","ENSMUSG00000044066"
"5472","ENSMUSG00000044080"
"5473","ENSMUSG00000044147"
"5474","ENSMUSG00000044155"
"5475","ENSMUSG00000044167"
"5476","ENSMUSG00000044201"
"5477","ENSMUSG00000044221"
"5478","ENSMUSG00000044252"
"5479","ENSMUSG00000044258"
"5480","ENSMUSG00000044303"
"5481","ENSMUSG00000044308"
"5482","ENSMUSG00000044328"
"5483","ENSMUSG00000044337"
"5484","ENSMUSG00000044339"
"5485","ENSMUSG00000044345"
"5486","ENSMUSG00000044408"
"5487","ENSMUSG00000044447"
"5488","ENSMUSG00000044465"
"5489","ENSMUSG00000044477"
"5490","ENSMUSG00000044502"
"5491","ENSMUSG00000044528"
"5492","ENSMUSG00000044551"
"5493","ENSMUSG00000044609"
"5494","ENSMUSG00000044629"
"5495","ENSMUSG00000044674"
"5496","ENSMUSG00000044700"
"5497","ENSMUSG00000044709"
"5498","ENSMUSG00000044712"
"5499","ENSMUSG00000044715"
"5500","ENSMUSG00000044734"
"5501","ENSMUSG00000044763"
"5502","ENSMUSG00000044768"
"5503","ENSMUSG00000044783"
"5504","ENSMUSG00000044786"
"5505","ENSMUSG00000044791"
"5506","ENSMUSG00000044792"
"5507","ENSMUSG00000044795"
"5508","ENSMUSG00000044813"
"5509","ENSMUSG00000044847"
"5510","ENSMUSG00000044857"
"5511","ENSMUSG00000044864"
"5512","ENSMUSG00000044876"
"5513","ENSMUSG00000044881"
"5514","ENSMUSG00000044906"
"5515","ENSMUSG00000045031"
"5516","ENSMUSG00000045039"
"5517","ENSMUSG00000045045"
"5518","ENSMUSG00000045078"
"5519","ENSMUSG00000045092"
"5520","ENSMUSG00000045098"
"5521","ENSMUSG00000045107"
"5522","ENSMUSG00000045136"
"5523","ENSMUSG00000045140"
"5524","ENSMUSG00000045160"
"5525","ENSMUSG00000045176"
"5526","ENSMUSG00000045193"
"5527","ENSMUSG00000045211"
"5528","ENSMUSG00000045216"
"5529","ENSMUSG00000045257"
"5530","ENSMUSG00000045273"
"5531","ENSMUSG00000045287"
"5532","ENSMUSG00000045294"
"5533","ENSMUSG00000045302"
"5534","ENSMUSG00000045312"
"5535","ENSMUSG00000045316"
"5536","ENSMUSG00000045374"
"5537","ENSMUSG00000045410"
"5538","ENSMUSG00000045411"
"5539","ENSMUSG00000045414"
"5540","ENSMUSG00000045435"
"5541","ENSMUSG00000045438"
"5542","ENSMUSG00000045482"
"5543","ENSMUSG00000045503"
"5544","ENSMUSG00000045519"
"5545","ENSMUSG00000045573"
"5546","ENSMUSG00000045576"
"5547","ENSMUSG00000045594"
"5548","ENSMUSG00000045598"
"5549","ENSMUSG00000045624"
"5550","ENSMUSG00000045636"
"5551","ENSMUSG00000045658"
"5552","ENSMUSG00000045664"
"5553","ENSMUSG00000045665"
"5554","ENSMUSG00000045671"
"5555","ENSMUSG00000045672"
"5556","ENSMUSG00000045679"
"5557","ENSMUSG00000045763"
"5558","ENSMUSG00000045767"
"5559","ENSMUSG00000045777"
"5560","ENSMUSG00000045817"
"5561","ENSMUSG00000045827"
"5562","ENSMUSG00000045838"
"5563","ENSMUSG00000045854"
"5564","ENSMUSG00000045867"
"5565","ENSMUSG00000045896"
"5566","ENSMUSG00000045930"
"5567","ENSMUSG00000045934"
"5568","ENSMUSG00000045948"
"5569","ENSMUSG00000045954"
"5570","ENSMUSG00000045962"
"5571","ENSMUSG00000045969"
"5572","ENSMUSG00000045973"
"5573","ENSMUSG00000045975"
"5574","ENSMUSG00000045983"
"5575","ENSMUSG00000045996"
"5576","ENSMUSG00000046020"
"5577","ENSMUSG00000046027"
"5578","ENSMUSG00000046034"
"5579","ENSMUSG00000046056"
"5580","ENSMUSG00000046058"
"5581","ENSMUSG00000046062"
"5582","ENSMUSG00000046079"
"5583","ENSMUSG00000046096"
"5584","ENSMUSG00000046139"
"5585","ENSMUSG00000046152"
"5586","ENSMUSG00000046169"
"5587","ENSMUSG00000046186"
"5588","ENSMUSG00000046223"
"5589","ENSMUSG00000046230"
"5590","ENSMUSG00000046245"
"5591","ENSMUSG00000046295"
"5592","ENSMUSG00000046311"
"5593","ENSMUSG00000046402"
"5594","ENSMUSG00000046434"
"5595","ENSMUSG00000046491"
"5596","ENSMUSG00000046546"
"5597","ENSMUSG00000046561"
"5598","ENSMUSG00000046562"
"5599","ENSMUSG00000046598"
"5600","ENSMUSG00000046605"
"5601","ENSMUSG00000046623"
"5602","ENSMUSG00000046668"
"5603","ENSMUSG00000046671"
"5604","ENSMUSG00000046675"
"5605","ENSMUSG00000046691"
"5606","ENSMUSG00000046694"
"5607","ENSMUSG00000046707"
"5608","ENSMUSG00000046718"
"5609","ENSMUSG00000046722"
"5610","ENSMUSG00000046731"
"5611","ENSMUSG00000046733"
"5612","ENSMUSG00000046743"
"5613","ENSMUSG00000046753"
"5614","ENSMUSG00000046756"
"5615","ENSMUSG00000046768"
"5616","ENSMUSG00000046792"
"5617","ENSMUSG00000046794"
"5618","ENSMUSG00000046798"
"5619","ENSMUSG00000046806"
"5620","ENSMUSG00000046814"
"5621","ENSMUSG00000046818"
"5622","ENSMUSG00000046822"
"5623","ENSMUSG00000046836"
"5624","ENSMUSG00000046841"
"5625","ENSMUSG00000046865"
"5626","ENSMUSG00000046876"
"5627","ENSMUSG00000046909"
"5628","ENSMUSG00000046949"
"5629","ENSMUSG00000046962"
"5630","ENSMUSG00000046982"
"5631","ENSMUSG00000047036"
"5632","ENSMUSG00000047037"
"5633","ENSMUSG00000047084"
"5634","ENSMUSG00000047090"
"5635","ENSMUSG00000047098"
"5636","ENSMUSG00000047126"
"5637","ENSMUSG00000047139"
"5638","ENSMUSG00000047187"
"5639","ENSMUSG00000047193"
"5640","ENSMUSG00000047213"
"5641","ENSMUSG00000047250"
"5642","ENSMUSG00000047284"
"5643","ENSMUSG00000047379"
"5644","ENSMUSG00000047407"
"5645","ENSMUSG00000047409"
"5646","ENSMUSG00000047414"
"5647","ENSMUSG00000047417"
"5648","ENSMUSG00000047423"
"5649","ENSMUSG00000047459"
"5650","ENSMUSG00000047497"
"5651","ENSMUSG00000047514"
"5652","ENSMUSG00000047534"
"5653","ENSMUSG00000047547"
"5654","ENSMUSG00000047554"
"5655","ENSMUSG00000047557"
"5656","ENSMUSG00000047613"
"5657","ENSMUSG00000047617"
"5658","ENSMUSG00000047648"
"5659","ENSMUSG00000047649"
"5660","ENSMUSG00000047710"
"5661","ENSMUSG00000047714"
"5662","ENSMUSG00000047719"
"5663","ENSMUSG00000047721"
"5664","ENSMUSG00000047731"
"5665","ENSMUSG00000047735"
"5666","ENSMUSG00000047766"
"5667","ENSMUSG00000047793"
"5668","ENSMUSG00000047821"
"5669","ENSMUSG00000047824"
"5670","ENSMUSG00000047832"
"5671","ENSMUSG00000047866"
"5672","ENSMUSG00000047879"
"5673","ENSMUSG00000047881"
"5674","ENSMUSG00000047888"
"5675","ENSMUSG00000047894"
"5676","ENSMUSG00000047907"
"5677","ENSMUSG00000047909"
"5678","ENSMUSG00000047945"
"5679","ENSMUSG00000047963"
"5680","ENSMUSG00000047989"
"5681","ENSMUSG00000048000"
"5682","ENSMUSG00000048096"
"5683","ENSMUSG00000048100"
"5684","ENSMUSG00000048118"
"5685","ENSMUSG00000048126"
"5686","ENSMUSG00000048175"
"5687","ENSMUSG00000048222"
"5688","ENSMUSG00000048234"
"5689","ENSMUSG00000048271"
"5690","ENSMUSG00000048277"
"5691","ENSMUSG00000048279"
"5692","ENSMUSG00000048285"
"5693","ENSMUSG00000048307"
"5694","ENSMUSG00000048310"
"5695","ENSMUSG00000048327"
"5696","ENSMUSG00000048332"
"5697","ENSMUSG00000048351"
"5698","ENSMUSG00000048376"
"5699","ENSMUSG00000048387"
"5700","ENSMUSG00000048416"
"5701","ENSMUSG00000048429"
"5702","ENSMUSG00000048439"
"5703","ENSMUSG00000048440"
"5704","ENSMUSG00000048450"
"5705","ENSMUSG00000048458"
"5706","ENSMUSG00000048482"
"5707","ENSMUSG00000048486"
"5708","ENSMUSG00000048495"
"5709","ENSMUSG00000048497"
"5710","ENSMUSG00000048537"
"5711","ENSMUSG00000048578"
"5712","ENSMUSG00000048581"
"5713","ENSMUSG00000048612"
"5714","ENSMUSG00000048644"
"5715","ENSMUSG00000048668"
"5716","ENSMUSG00000048677"
"5717","ENSMUSG00000048696"
"5718","ENSMUSG00000048701"
"5719","ENSMUSG00000048706"
"5720","ENSMUSG00000048772"
"5721","ENSMUSG00000048787"
"5722","ENSMUSG00000048807"
"5723","ENSMUSG00000048832"
"5724","ENSMUSG00000048833"
"5725","ENSMUSG00000048874"
"5726","ENSMUSG00000048878"
"5727","ENSMUSG00000048911"
"5728","ENSMUSG00000048915"
"5729","ENSMUSG00000048920"
"5730","ENSMUSG00000048922"
"5731","ENSMUSG00000048930"
"5732","ENSMUSG00000049076"
"5733","ENSMUSG00000049086"
"5734","ENSMUSG00000049090"
"5735","ENSMUSG00000049091"
"5736","ENSMUSG00000049106"
"5737","ENSMUSG00000049115"
"5738","ENSMUSG00000049119"
"5739","ENSMUSG00000049285"
"5740","ENSMUSG00000049300"
"5741","ENSMUSG00000049303"
"5742","ENSMUSG00000049305"
"5743","ENSMUSG00000049327"
"5744","ENSMUSG00000049339"
"5745","ENSMUSG00000049354"
"5746","ENSMUSG00000049401"
"5747","ENSMUSG00000049404"
"5748","ENSMUSG00000049421"
"5749","ENSMUSG00000049439"
"5750","ENSMUSG00000049470"
"5751","ENSMUSG00000049482"
"5752","ENSMUSG00000049489"
"5753","ENSMUSG00000049516"
"5754","ENSMUSG00000049521"
"5755","ENSMUSG00000049550"
"5756","ENSMUSG00000049553"
"5757","ENSMUSG00000049580"
"5758","ENSMUSG00000049604"
"5759","ENSMUSG00000049606"
"5760","ENSMUSG00000049624"
"5761","ENSMUSG00000049643"
"5762","ENSMUSG00000049658"
"5763","ENSMUSG00000049680"
"5764","ENSMUSG00000049728"
"5765","ENSMUSG00000049760"
"5766","ENSMUSG00000049792"
"5767","ENSMUSG00000049800"
"5768","ENSMUSG00000049807"
"5769","ENSMUSG00000049866"
"5770","ENSMUSG00000049872"
"5771","ENSMUSG00000049881"
"5772","ENSMUSG00000049882"
"5773","ENSMUSG00000049916"
"5774","ENSMUSG00000049932"
"5775","ENSMUSG00000049940"
"5776","ENSMUSG00000049950"
"5777","ENSMUSG00000049957"
"5778","ENSMUSG00000049960"
"5779","ENSMUSG00000049985"
"5780","ENSMUSG00000050002"
"5781","ENSMUSG00000050014"
"5782","ENSMUSG00000050017"
"5783","ENSMUSG00000050043"
"5784","ENSMUSG00000050064"
"5785","ENSMUSG00000050069"
"5786","ENSMUSG00000050079"
"5787","ENSMUSG00000050088"
"5788","ENSMUSG00000050188"
"5789","ENSMUSG00000050199"
"5790","ENSMUSG00000050212"
"5791","ENSMUSG00000050244"
"5792","ENSMUSG00000050248"
"5793","ENSMUSG00000050271"
"5794","ENSMUSG00000050288"
"5795","ENSMUSG00000050310"
"5796","ENSMUSG00000050373"
"5797","ENSMUSG00000050410"
"5798","ENSMUSG00000050471"
"5799","ENSMUSG00000050530"
"5800","ENSMUSG00000050538"
"5801","ENSMUSG00000050552"
"5802","ENSMUSG00000050555"
"5803","ENSMUSG00000050565"
"5804","ENSMUSG00000050608"
"5805","ENSMUSG00000050668"
"5806","ENSMUSG00000050697"
"5807","ENSMUSG00000050721"
"5808","ENSMUSG00000050730"
"5809","ENSMUSG00000050732"
"5810","ENSMUSG00000050737"
"5811","ENSMUSG00000050777"
"5812","ENSMUSG00000050812"
"5813","ENSMUSG00000050856"
"5814","ENSMUSG00000050891"
"5815","ENSMUSG00000050910"
"5816","ENSMUSG00000050912"
"5817","ENSMUSG00000050931"
"5818","ENSMUSG00000050953"
"5819","ENSMUSG00000050965"
"5820","ENSMUSG00000050989"
"5821","ENSMUSG00000051007"
"5822","ENSMUSG00000051048"
"5823","ENSMUSG00000051147"
"5824","ENSMUSG00000051154"
"5825","ENSMUSG00000051185"
"5826","ENSMUSG00000051223"
"5827","ENSMUSG00000051225"
"5828","ENSMUSG00000051232"
"5829","ENSMUSG00000051234"
"5830","ENSMUSG00000051236"
"5831","ENSMUSG00000051256"
"5832","ENSMUSG00000051278"
"5833","ENSMUSG00000051285"
"5834","ENSMUSG00000051316"
"5835","ENSMUSG00000051339"
"5836","ENSMUSG00000051341"
"5837","ENSMUSG00000051343"
"5838","ENSMUSG00000051351"
"5839","ENSMUSG00000051367"
"5840","ENSMUSG00000051379"
"5841","ENSMUSG00000051390"
"5842","ENSMUSG00000051391"
"5843","ENSMUSG00000051439"
"5844","ENSMUSG00000051451"
"5845","ENSMUSG00000051469"
"5846","ENSMUSG00000051483"
"5847","ENSMUSG00000051495"
"5848","ENSMUSG00000051502"
"5849","ENSMUSG00000051510"
"5850","ENSMUSG00000051557"
"5851","ENSMUSG00000051586"
"5852","ENSMUSG00000051615"
"5853","ENSMUSG00000051639"
"5854","ENSMUSG00000051671"
"5855","ENSMUSG00000051674"
"5856","ENSMUSG00000051675"
"5857","ENSMUSG00000051721"
"5858","ENSMUSG00000051730"
"5859","ENSMUSG00000051768"
"5860","ENSMUSG00000051786"
"5861","ENSMUSG00000051790"
"5862","ENSMUSG00000051811"
"5863","ENSMUSG00000051853"
"5864","ENSMUSG00000051920"
"5865","ENSMUSG00000051934"
"5866","ENSMUSG00000051950"
"5867","ENSMUSG00000051978"
"5868","ENSMUSG00000051989"
"5869","ENSMUSG00000052033"
"5870","ENSMUSG00000052040"
"5871","ENSMUSG00000052102"
"5872","ENSMUSG00000052139"
"5873","ENSMUSG00000052151"
"5874","ENSMUSG00000052214"
"5875","ENSMUSG00000052253"
"5876","ENSMUSG00000052298"
"5877","ENSMUSG00000052299"
"5878","ENSMUSG00000052310"
"5879","ENSMUSG00000052316"
"5880","ENSMUSG00000052337"
"5881","ENSMUSG00000052369"
"5882","ENSMUSG00000052395"
"5883","ENSMUSG00000052396"
"5884","ENSMUSG00000052397"
"5885","ENSMUSG00000052406"
"5886","ENSMUSG00000052419"
"5887","ENSMUSG00000052456"
"5888","ENSMUSG00000052459"
"5889","ENSMUSG00000052488"
"5890","ENSMUSG00000052512"
"5891","ENSMUSG00000052533"
"5892","ENSMUSG00000052534"
"5893","ENSMUSG00000052560"
"5894","ENSMUSG00000052566"
"5895","ENSMUSG00000052593"
"5896","ENSMUSG00000052609"
"5897","ENSMUSG00000052632"
"5898","ENSMUSG00000052656"
"5899","ENSMUSG00000052684"
"5900","ENSMUSG00000052688"
"5901","ENSMUSG00000052698"
"5902","ENSMUSG00000052707"
"5903","ENSMUSG00000052712"
"5904","ENSMUSG00000052727"
"5905","ENSMUSG00000052738"
"5906","ENSMUSG00000052748"
"5907","ENSMUSG00000052752"
"5908","ENSMUSG00000052763"
"5909","ENSMUSG00000052825"
"5910","ENSMUSG00000052833"
"5911","ENSMUSG00000052837"
"5912","ENSMUSG00000052906"
"5913","ENSMUSG00000052911"
"5914","ENSMUSG00000052914"
"5915","ENSMUSG00000052915"
"5916","ENSMUSG00000052926"
"5917","ENSMUSG00000052928"
"5918","ENSMUSG00000052942"
"5919","ENSMUSG00000052957"
"5920","ENSMUSG00000052962"
"5921","ENSMUSG00000052997"
"5922","ENSMUSG00000053007"
"5923","ENSMUSG00000053012"
"5924","ENSMUSG00000053062"
"5925","ENSMUSG00000053080"
"5926","ENSMUSG00000053094"
"5927","ENSMUSG00000053110"
"5928","ENSMUSG00000053113"
"5929","ENSMUSG00000053119"
"5930","ENSMUSG00000053158"
"5931","ENSMUSG00000053192"
"5932","ENSMUSG00000053219"
"5933","ENSMUSG00000053253"
"5934","ENSMUSG00000053279"
"5935","ENSMUSG00000053286"
"5936","ENSMUSG00000053291"
"5937","ENSMUSG00000053293"
"5938","ENSMUSG00000053317"
"5939","ENSMUSG00000053329"
"5940","ENSMUSG00000053332"
"5941","ENSMUSG00000053347"
"5942","ENSMUSG00000053398"
"5943","ENSMUSG00000053436"
"5944","ENSMUSG00000053453"
"5945","ENSMUSG00000053460"
"5946","ENSMUSG00000053470"
"5947","ENSMUSG00000053477"
"5948","ENSMUSG00000053483"
"5949","ENSMUSG00000053510"
"5950","ENSMUSG00000053536"
"5951","ENSMUSG00000053553"
"5952","ENSMUSG00000053560"
"5953","ENSMUSG00000053565"
"5954","ENSMUSG00000053580"
"5955","ENSMUSG00000053581"
"5956","ENSMUSG00000053617"
"5957","ENSMUSG00000053644"
"5958","ENSMUSG00000053740"
"5959","ENSMUSG00000053746"
"5960","ENSMUSG00000053754"
"5961","ENSMUSG00000053768"
"5962","ENSMUSG00000053774"
"5963","ENSMUSG00000053801"
"5964","ENSMUSG00000053819"
"5965","ENSMUSG00000053838"
"5966","ENSMUSG00000053841"
"5967","ENSMUSG00000053870"
"5968","ENSMUSG00000053898"
"5969","ENSMUSG00000053907"
"5970","ENSMUSG00000053929"
"5971","ENSMUSG00000053931"
"5972","ENSMUSG00000054091"
"5973","ENSMUSG00000054115"
"5974","ENSMUSG00000054150"
"5975","ENSMUSG00000054196"
"5976","ENSMUSG00000054199"
"5977","ENSMUSG00000054226"
"5978","ENSMUSG00000054237"
"5979","ENSMUSG00000054277"
"5980","ENSMUSG00000054280"
"5981","ENSMUSG00000054302"
"5982","ENSMUSG00000054309"
"5983","ENSMUSG00000054342"
"5984","ENSMUSG00000054364"
"5985","ENSMUSG00000054387"
"5986","ENSMUSG00000054400"
"5987","ENSMUSG00000054405"
"5988","ENSMUSG00000054408"
"5989","ENSMUSG00000054414"
"5990","ENSMUSG00000054452"
"5991","ENSMUSG00000054455"
"5992","ENSMUSG00000054469"
"5993","ENSMUSG00000054474"
"5994","ENSMUSG00000054545"
"5995","ENSMUSG00000054555"
"5996","ENSMUSG00000054604"
"5997","ENSMUSG00000054611"
"5998","ENSMUSG00000054612"
"5999","ENSMUSG00000054619"
