"","Gene"
"2591","ENSMUSG00000026519"
"2592","ENSMUSG00000026520"
"2593","ENSMUSG00000026526"
"2594","ENSMUSG00000026547"
"2595","ENSMUSG00000026553"
"2596","ENSMUSG00000026554"
"2597","ENSMUSG00000026558"
"2598","ENSMUSG00000026563"
"2599","ENSMUSG00000026566"
"2600","ENSMUSG00000026568"
"2601","ENSMUSG00000026575"
"2602","ENSMUSG00000026576"
"2603","ENSMUSG00000026577"
"2604","ENSMUSG00000026585"
"2605","ENSMUSG00000026586"
"2606","ENSMUSG00000026596"
"2607","ENSMUSG00000026600"
"2608","ENSMUSG00000026603"
"2609","ENSMUSG00000026604"
"2610","ENSMUSG00000026615"
"2611","ENSMUSG00000026617"
"2612","ENSMUSG00000026618"
"2613","ENSMUSG00000026622"
"2614","ENSMUSG00000026623"
"2615","ENSMUSG00000026626"
"2616","ENSMUSG00000026634"
"2617","ENSMUSG00000026640"
"2618","ENSMUSG00000026643"
"2619","ENSMUSG00000026655"
"2620","ENSMUSG00000026657"
"2621","ENSMUSG00000026659"
"2622","ENSMUSG00000026662"
"2623","ENSMUSG00000026663"
"2624","ENSMUSG00000026664"
"2625","ENSMUSG00000026667"
"2626","ENSMUSG00000026669"
"2627","ENSMUSG00000026670"
"2628","ENSMUSG00000026672"
"2629","ENSMUSG00000026674"
"2630","ENSMUSG00000026675"
"2631","ENSMUSG00000026683"
"2632","ENSMUSG00000026687"
"2633","ENSMUSG00000026688"
"2634","ENSMUSG00000026696"
"2635","ENSMUSG00000026698"
"2636","ENSMUSG00000026701"
"2637","ENSMUSG00000026708"
"2638","ENSMUSG00000026718"
"2639","ENSMUSG00000026721"
"2640","ENSMUSG00000026727"
"2641","ENSMUSG00000026730"
"2642","ENSMUSG00000026737"
"2643","ENSMUSG00000026740"
"2644","ENSMUSG00000026743"
"2645","ENSMUSG00000026748"
"2646","ENSMUSG00000026749"
"2647","ENSMUSG00000026750"
"2648","ENSMUSG00000026753"
"2649","ENSMUSG00000026755"
"2650","ENSMUSG00000026761"
"2651","ENSMUSG00000026766"
"2652","ENSMUSG00000026767"
"2653","ENSMUSG00000026775"
"2654","ENSMUSG00000026779"
"2655","ENSMUSG00000026781"
"2656","ENSMUSG00000026784"
"2657","ENSMUSG00000026785"
"2658","ENSMUSG00000026786"
"2659","ENSMUSG00000026790"
"2660","ENSMUSG00000026796"
"2661","ENSMUSG00000026797"
"2662","ENSMUSG00000026798"
"2663","ENSMUSG00000026799"
"2664","ENSMUSG00000026803"
"2665","ENSMUSG00000026806"
"2666","ENSMUSG00000026812"
"2667","ENSMUSG00000026816"
"2668","ENSMUSG00000026827"
"2669","ENSMUSG00000026833"
"2670","ENSMUSG00000026837"
"2671","ENSMUSG00000026848"
"2672","ENSMUSG00000026849"
"2673","ENSMUSG00000026851"
"2674","ENSMUSG00000026853"
"2675","ENSMUSG00000026856"
"2676","ENSMUSG00000026857"
"2677","ENSMUSG00000026860"
"2678","ENSMUSG00000026867"
"2679","ENSMUSG00000026869"
"2680","ENSMUSG00000026872"
"2681","ENSMUSG00000026878"
"2682","ENSMUSG00000026879"
"2683","ENSMUSG00000026880"
"2684","ENSMUSG00000026883"
"2685","ENSMUSG00000026887"
"2686","ENSMUSG00000026888"
"2687","ENSMUSG00000026889"
"2688","ENSMUSG00000026895"
"2689","ENSMUSG00000026896"
"2690","ENSMUSG00000026914"
"2691","ENSMUSG00000026917"
"2692","ENSMUSG00000026918"
"2693","ENSMUSG00000026922"
"2694","ENSMUSG00000026923"
"2695","ENSMUSG00000026924"
"2696","ENSMUSG00000026926"
"2697","ENSMUSG00000026930"
"2698","ENSMUSG00000026932"
"2699","ENSMUSG00000026933"
"2700","ENSMUSG00000026939"
"2701","ENSMUSG00000026942"
"2702","ENSMUSG00000026956"
"2703","ENSMUSG00000026958"
"2704","ENSMUSG00000026960"
"2705","ENSMUSG00000026965"
"2706","ENSMUSG00000026966"
"2707","ENSMUSG00000026970"
"2708","ENSMUSG00000026972"
"2709","ENSMUSG00000026974"
"2710","ENSMUSG00000026975"
"2711","ENSMUSG00000026977"
"2712","ENSMUSG00000026980"
"2713","ENSMUSG00000026987"
"2714","ENSMUSG00000026991"
"2715","ENSMUSG00000026999"
"2716","ENSMUSG00000027001"
"2717","ENSMUSG00000027002"
"2718","ENSMUSG00000027006"
"2719","ENSMUSG00000027010"
"2720","ENSMUSG00000027011"
"2721","ENSMUSG00000027012"
"2722","ENSMUSG00000027014"
"2723","ENSMUSG00000027018"
"2724","ENSMUSG00000027030"
"2725","ENSMUSG00000027035"
"2726","ENSMUSG00000027067"
"2727","ENSMUSG00000027068"
"2728","ENSMUSG00000027074"
"2729","ENSMUSG00000027076"
"2730","ENSMUSG00000027079"
"2731","ENSMUSG00000027082"
"2732","ENSMUSG00000027086"
"2733","ENSMUSG00000027087"
"2734","ENSMUSG00000027088"
"2735","ENSMUSG00000027091"
"2736","ENSMUSG00000027099"
"2737","ENSMUSG00000027104"
"2738","ENSMUSG00000027108"
"2739","ENSMUSG00000027111"
"2740","ENSMUSG00000027115"
"2741","ENSMUSG00000027122"
"2742","ENSMUSG00000027131"
"2743","ENSMUSG00000027132"
"2744","ENSMUSG00000027160"
"2745","ENSMUSG00000027162"
"2746","ENSMUSG00000027163"
"2747","ENSMUSG00000027165"
"2748","ENSMUSG00000027166"
"2749","ENSMUSG00000027170"
"2750","ENSMUSG00000027173"
"2751","ENSMUSG00000027176"
"2752","ENSMUSG00000027177"
"2753","ENSMUSG00000027180"
"2754","ENSMUSG00000027184"
"2755","ENSMUSG00000027185"
"2756","ENSMUSG00000027187"
"2757","ENSMUSG00000027188"
"2758","ENSMUSG00000027189"
"2759","ENSMUSG00000027193"
"2760","ENSMUSG00000027194"
"2761","ENSMUSG00000027195"
"2762","ENSMUSG00000027198"
"2763","ENSMUSG00000027201"
"2764","ENSMUSG00000027203"
"2765","ENSMUSG00000027204"
"2766","ENSMUSG00000027206"
"2767","ENSMUSG00000027207"
"2768","ENSMUSG00000027208"
"2769","ENSMUSG00000027210"
"2770","ENSMUSG00000027215"
"2771","ENSMUSG00000027221"
"2772","ENSMUSG00000027222"
"2773","ENSMUSG00000027230"
"2774","ENSMUSG00000027236"
"2775","ENSMUSG00000027244"
"2776","ENSMUSG00000027245"
"2777","ENSMUSG00000027247"
"2778","ENSMUSG00000027248"
"2779","ENSMUSG00000027254"
"2780","ENSMUSG00000027255"
"2781","ENSMUSG00000027257"
"2782","ENSMUSG00000027263"
"2783","ENSMUSG00000027276"
"2784","ENSMUSG00000027281"
"2785","ENSMUSG00000027285"
"2786","ENSMUSG00000027287"
"2787","ENSMUSG00000027288"
"2788","ENSMUSG00000027291"
"2789","ENSMUSG00000027293"
"2790","ENSMUSG00000027298"
"2791","ENSMUSG00000027303"
"2792","ENSMUSG00000027304"
"2793","ENSMUSG00000027305"
"2794","ENSMUSG00000027306"
"2795","ENSMUSG00000027309"
"2796","ENSMUSG00000027312"
"2797","ENSMUSG00000027313"
"2798","ENSMUSG00000027318"
"2799","ENSMUSG00000027323"
"2800","ENSMUSG00000027326"
"2801","ENSMUSG00000027327"
"2802","ENSMUSG00000027330"
"2803","ENSMUSG00000027331"
"2804","ENSMUSG00000027332"
"2805","ENSMUSG00000027333"
"2806","ENSMUSG00000027335"
"2807","ENSMUSG00000027340"
"2808","ENSMUSG00000027341"
"2809","ENSMUSG00000027342"
"2810","ENSMUSG00000027349"
"2811","ENSMUSG00000027351"
"2812","ENSMUSG00000027353"
"2813","ENSMUSG00000027361"
"2814","ENSMUSG00000027363"
"2815","ENSMUSG00000027365"
"2816","ENSMUSG00000027366"
"2817","ENSMUSG00000027374"
"2818","ENSMUSG00000027379"
"2819","ENSMUSG00000027384"
"2820","ENSMUSG00000027394"
"2821","ENSMUSG00000027395"
"2822","ENSMUSG00000027397"
"2823","ENSMUSG00000027404"
"2824","ENSMUSG00000027405"
"2825","ENSMUSG00000027406"
"2826","ENSMUSG00000027411"
"2827","ENSMUSG00000027412"
"2828","ENSMUSG00000027422"
"2829","ENSMUSG00000027423"
"2830","ENSMUSG00000027425"
"2831","ENSMUSG00000027428"
"2832","ENSMUSG00000027429"
"2833","ENSMUSG00000027430"
"2834","ENSMUSG00000027433"
"2835","ENSMUSG00000027439"
"2836","ENSMUSG00000027454"
"2837","ENSMUSG00000027455"
"2838","ENSMUSG00000027459"
"2839","ENSMUSG00000027460"
"2840","ENSMUSG00000027465"
"2841","ENSMUSG00000027466"
"2842","ENSMUSG00000027469"
"2843","ENSMUSG00000027472"
"2844","ENSMUSG00000027475"
"2845","ENSMUSG00000027479"
"2846","ENSMUSG00000027488"
"2847","ENSMUSG00000027490"
"2848","ENSMUSG00000027496"
"2849","ENSMUSG00000027498"
"2850","ENSMUSG00000027502"
"2851","ENSMUSG00000027506"
"2852","ENSMUSG00000027509"
"2853","ENSMUSG00000027519"
"2854","ENSMUSG00000027522"
"2855","ENSMUSG00000027531"
"2856","ENSMUSG00000027533"
"2857","ENSMUSG00000027550"
"2858","ENSMUSG00000027551"
"2859","ENSMUSG00000027555"
"2860","ENSMUSG00000027566"
"2861","ENSMUSG00000027569"
"2862","ENSMUSG00000027573"
"2863","ENSMUSG00000027575"
"2864","ENSMUSG00000027582"
"2865","ENSMUSG00000027589"
"2866","ENSMUSG00000027598"
"2867","ENSMUSG00000027599"
"2868","ENSMUSG00000027601"
"2869","ENSMUSG00000027602"
"2870","ENSMUSG00000027603"
"2871","ENSMUSG00000027605"
"2872","ENSMUSG00000027610"
"2873","ENSMUSG00000027611"
"2874","ENSMUSG00000027613"
"2875","ENSMUSG00000027618"
"2876","ENSMUSG00000027620"
"2877","ENSMUSG00000027624"
"2878","ENSMUSG00000027628"
"2879","ENSMUSG00000027630"
"2880","ENSMUSG00000027634"
"2881","ENSMUSG00000027635"
"2882","ENSMUSG00000027637"
"2883","ENSMUSG00000027639"
"2884","ENSMUSG00000027642"
"2885","ENSMUSG00000027646"
"2886","ENSMUSG00000027649"
"2887","ENSMUSG00000027650"
"2888","ENSMUSG00000027651"
"2889","ENSMUSG00000027654"
"2890","ENSMUSG00000027660"
"2891","ENSMUSG00000027663"
"2892","ENSMUSG00000027667"
"2893","ENSMUSG00000027668"
"2894","ENSMUSG00000027669"
"2895","ENSMUSG00000027671"
"2896","ENSMUSG00000027677"
"2897","ENSMUSG00000027679"
"2898","ENSMUSG00000027680"
"2899","ENSMUSG00000027698"
"2900","ENSMUSG00000027706"
"2901","ENSMUSG00000027708"
"2902","ENSMUSG00000027709"
"2903","ENSMUSG00000027710"
"2904","ENSMUSG00000027714"
"2905","ENSMUSG00000027715"
"2906","ENSMUSG00000027722"
"2907","ENSMUSG00000027739"
"2908","ENSMUSG00000027742"
"2909","ENSMUSG00000027750"
"2910","ENSMUSG00000027751"
"2911","ENSMUSG00000027752"
"2912","ENSMUSG00000027763"
"2913","ENSMUSG00000027774"
"2914","ENSMUSG00000027775"
"2915","ENSMUSG00000027782"
"2916","ENSMUSG00000027784"
"2917","ENSMUSG00000027787"
"2918","ENSMUSG00000027797"
"2919","ENSMUSG00000027800"
"2920","ENSMUSG00000027803"
"2921","ENSMUSG00000027804"
"2922","ENSMUSG00000027805"
"2923","ENSMUSG00000027806"
"2924","ENSMUSG00000027808"
"2925","ENSMUSG00000027809"
"2926","ENSMUSG00000027810"
"2927","ENSMUSG00000027811"
"2928","ENSMUSG00000027823"
"2929","ENSMUSG00000027827"
"2930","ENSMUSG00000027828"
"2931","ENSMUSG00000027829"
"2932","ENSMUSG00000027835"
"2933","ENSMUSG00000027843"
"2934","ENSMUSG00000027848"
"2935","ENSMUSG00000027852"
"2936","ENSMUSG00000027854"
"2937","ENSMUSG00000027858"
"2938","ENSMUSG00000027860"
"2939","ENSMUSG00000027864"
"2940","ENSMUSG00000027865"
"2941","ENSMUSG00000027868"
"2942","ENSMUSG00000027878"
"2943","ENSMUSG00000027879"
"2944","ENSMUSG00000027881"
"2945","ENSMUSG00000027882"
"2946","ENSMUSG00000027883"
"2947","ENSMUSG00000027884"
"2948","ENSMUSG00000027889"
"2949","ENSMUSG00000027890"
"2950","ENSMUSG00000027900"
"2951","ENSMUSG00000027932"
"2952","ENSMUSG00000027933"
"2953","ENSMUSG00000027935"
"2954","ENSMUSG00000027937"
"2955","ENSMUSG00000027940"
"2956","ENSMUSG00000027942"
"2957","ENSMUSG00000027952"
"2958","ENSMUSG00000027953"
"2959","ENSMUSG00000027954"
"2960","ENSMUSG00000027955"
"2961","ENSMUSG00000027962"
"2962","ENSMUSG00000027963"
"2963","ENSMUSG00000027966"
"2964","ENSMUSG00000027968"
"2965","ENSMUSG00000027983"
"2966","ENSMUSG00000027984"
"2967","ENSMUSG00000027993"
"2968","ENSMUSG00000027994"
"2969","ENSMUSG00000027997"
"2970","ENSMUSG00000027998"
"2971","ENSMUSG00000027999"
"2972","ENSMUSG00000028004"
"2973","ENSMUSG00000028007"
"2974","ENSMUSG00000028010"
"2975","ENSMUSG00000028013"
"2976","ENSMUSG00000028015"
"2977","ENSMUSG00000028016"
"2978","ENSMUSG00000028018"
"2979","ENSMUSG00000028019"
"2980","ENSMUSG00000028029"
"2981","ENSMUSG00000028031"
"2982","ENSMUSG00000028032"
"2983","ENSMUSG00000028034"
"2984","ENSMUSG00000028035"
"2985","ENSMUSG00000028036"
"2986","ENSMUSG00000028040"
"2987","ENSMUSG00000028041"
"2988","ENSMUSG00000028042"
"2989","ENSMUSG00000028044"
"2990","ENSMUSG00000028047"
"2991","ENSMUSG00000028048"
"2992","ENSMUSG00000028049"
"2993","ENSMUSG00000028053"
"2994","ENSMUSG00000028057"
"2995","ENSMUSG00000028059"
"2996","ENSMUSG00000028060"
"2997","ENSMUSG00000028062"
"2998","ENSMUSG00000028066"
"2999","ENSMUSG00000028068"
"3000","ENSMUSG00000028069"
"3001","ENSMUSG00000028070"
"3002","ENSMUSG00000028073"
"3003","ENSMUSG00000028076"
"3004","ENSMUSG00000028080"
"3005","ENSMUSG00000028082"
"3006","ENSMUSG00000028085"
"3007","ENSMUSG00000028086"
"3008","ENSMUSG00000028089"
"3009","ENSMUSG00000028093"
"3010","ENSMUSG00000028096"
"3011","ENSMUSG00000028099"
"3012","ENSMUSG00000028104"
"3013","ENSMUSG00000028106"
"3014","ENSMUSG00000028107"
"3015","ENSMUSG00000028111"
"3016","ENSMUSG00000028114"
"3017","ENSMUSG00000028121"
"3018","ENSMUSG00000028124"
"3019","ENSMUSG00000028126"
"3020","ENSMUSG00000028127"
"3021","ENSMUSG00000028128"
"3022","ENSMUSG00000028133"
"3023","ENSMUSG00000028134"
"3024","ENSMUSG00000028136"
"3025","ENSMUSG00000028138"
"3026","ENSMUSG00000028140"
"3027","ENSMUSG00000028149"
"3028","ENSMUSG00000028152"
"3029","ENSMUSG00000028161"
"3030","ENSMUSG00000028163"
"3031","ENSMUSG00000028164"
"3032","ENSMUSG00000028165"
"3033","ENSMUSG00000028167"
"3034","ENSMUSG00000028173"
"3035","ENSMUSG00000028175"
"3036","ENSMUSG00000028179"
"3037","ENSMUSG00000028180"
"3038","ENSMUSG00000028184"
"3039","ENSMUSG00000028187"
"3040","ENSMUSG00000028191"
"3041","ENSMUSG00000028194"
"3042","ENSMUSG00000028199"
"3043","ENSMUSG00000028207"
"3044","ENSMUSG00000028211"
"3045","ENSMUSG00000028218"
"3046","ENSMUSG00000028221"
"3047","ENSMUSG00000028223"
"3048","ENSMUSG00000028228"
"3049","ENSMUSG00000028232"
"3050","ENSMUSG00000028233"
"3051","ENSMUSG00000028247"
"3052","ENSMUSG00000028248"
"3053","ENSMUSG00000028249"
"3054","ENSMUSG00000028251"
"3055","ENSMUSG00000028252"
"3056","ENSMUSG00000028256"
"3057","ENSMUSG00000028261"
"3058","ENSMUSG00000028262"
"3059","ENSMUSG00000028266"
"3060","ENSMUSG00000028268"
"3061","ENSMUSG00000028270"
"3062","ENSMUSG00000028271"
"3063","ENSMUSG00000028273"
"3064","ENSMUSG00000028274"
"3065","ENSMUSG00000028277"
"3066","ENSMUSG00000028282"
"3067","ENSMUSG00000028284"
"3068","ENSMUSG00000028292"
"3069","ENSMUSG00000028293"
"3070","ENSMUSG00000028295"
"3071","ENSMUSG00000028309"
"3072","ENSMUSG00000028312"
"3073","ENSMUSG00000028318"
"3074","ENSMUSG00000028330"
"3075","ENSMUSG00000028333"
"3076","ENSMUSG00000028334"
"3077","ENSMUSG00000028343"
"3078","ENSMUSG00000028345"
"3079","ENSMUSG00000028347"
"3080","ENSMUSG00000028364"
"3081","ENSMUSG00000028369"
"3082","ENSMUSG00000028370"
"3083","ENSMUSG00000028378"
"3084","ENSMUSG00000028382"
"3085","ENSMUSG00000028383"
"3086","ENSMUSG00000028385"
"3087","ENSMUSG00000028389"
"3088","ENSMUSG00000028393"
"3089","ENSMUSG00000028394"
"3090","ENSMUSG00000028398"
"3091","ENSMUSG00000028402"
"3092","ENSMUSG00000028405"
"3093","ENSMUSG00000028407"
"3094","ENSMUSG00000028409"
"3095","ENSMUSG00000028410"
"3096","ENSMUSG00000028411"
"3097","ENSMUSG00000028412"
"3098","ENSMUSG00000028413"
"3099","ENSMUSG00000028414"
"3100","ENSMUSG00000028419"
"3101","ENSMUSG00000028420"
"3102","ENSMUSG00000028423"
"3103","ENSMUSG00000028426"
"3104","ENSMUSG00000028431"
"3105","ENSMUSG00000028433"
"3106","ENSMUSG00000028447"
"3107","ENSMUSG00000028452"
"3108","ENSMUSG00000028453"
"3109","ENSMUSG00000028455"
"3110","ENSMUSG00000028461"
"3111","ENSMUSG00000028465"
"3112","ENSMUSG00000028466"
"3113","ENSMUSG00000028468"
"3114","ENSMUSG00000028469"
"3115","ENSMUSG00000028470"
"3116","ENSMUSG00000028478"
"3117","ENSMUSG00000028479"
"3118","ENSMUSG00000028480"
"3119","ENSMUSG00000028483"
"3120","ENSMUSG00000028484"
"3121","ENSMUSG00000028494"
"3122","ENSMUSG00000028496"
"3123","ENSMUSG00000028497"
"3124","ENSMUSG00000028514"
"3125","ENSMUSG00000028517"
"3126","ENSMUSG00000028522"
"3127","ENSMUSG00000028525"
"3128","ENSMUSG00000028527"
"3129","ENSMUSG00000028530"
"3130","ENSMUSG00000028532"
"3131","ENSMUSG00000028538"
"3132","ENSMUSG00000028541"
"3133","ENSMUSG00000028542"
"3134","ENSMUSG00000028551"
"3135","ENSMUSG00000028552"
"3136","ENSMUSG00000028557"
"3137","ENSMUSG00000028559"
"3138","ENSMUSG00000028563"
"3139","ENSMUSG00000028567"
"3140","ENSMUSG00000028568"
"3141","ENSMUSG00000028573"
"3142","ENSMUSG00000028576"
"3143","ENSMUSG00000028580"
"3144","ENSMUSG00000028582"
"3145","ENSMUSG00000028583"
"3146","ENSMUSG00000028587"
"3147","ENSMUSG00000028597"
"3148","ENSMUSG00000028599"
"3149","ENSMUSG00000028601"
"3150","ENSMUSG00000028603"
"3151","ENSMUSG00000028607"
"3152","ENSMUSG00000028608"
"3153","ENSMUSG00000028609"
"3154","ENSMUSG00000028613"
"3155","ENSMUSG00000028614"
"3156","ENSMUSG00000028617"
"3157","ENSMUSG00000028618"
"3158","ENSMUSG00000028619"
"3159","ENSMUSG00000028622"
"3160","ENSMUSG00000028629"
"3161","ENSMUSG00000028630"
"3162","ENSMUSG00000028633"
"3163","ENSMUSG00000028636"
"3164","ENSMUSG00000028641"
"3165","ENSMUSG00000028643"
"3166","ENSMUSG00000028645"
"3167","ENSMUSG00000028646"
"3168","ENSMUSG00000028647"
"3169","ENSMUSG00000028648"
"3170","ENSMUSG00000028649"
"3171","ENSMUSG00000028651"
"3172","ENSMUSG00000028656"
"3173","ENSMUSG00000028657"
"3174","ENSMUSG00000028664"
"3175","ENSMUSG00000028668"
"3176","ENSMUSG00000028670"
"3177","ENSMUSG00000028671"
"3178","ENSMUSG00000028672"
"3179","ENSMUSG00000028673"
"3180","ENSMUSG00000028675"
"3181","ENSMUSG00000028677"
"3182","ENSMUSG00000028678"
"3183","ENSMUSG00000028680"
"3184","ENSMUSG00000028683"
"3185","ENSMUSG00000028684"
"3186","ENSMUSG00000028690"
"3187","ENSMUSG00000028693"
"3188","ENSMUSG00000028696"
"3189","ENSMUSG00000028698"
"3190","ENSMUSG00000028700"
"3191","ENSMUSG00000028702"
"3192","ENSMUSG00000028703"
"3193","ENSMUSG00000028706"
"3194","ENSMUSG00000028708"
"3195","ENSMUSG00000028718"
"3196","ENSMUSG00000028719"
"3197","ENSMUSG00000028729"
"3198","ENSMUSG00000028737"
"3199","ENSMUSG00000028741"
"3200","ENSMUSG00000028744"
"3201","ENSMUSG00000028757"
"3202","ENSMUSG00000028759"
"3203","ENSMUSG00000028760"
"3204","ENSMUSG00000028763"
"3205","ENSMUSG00000028771"
"3206","ENSMUSG00000028772"
"3207","ENSMUSG00000028776"
"3208","ENSMUSG00000028779"
"3209","ENSMUSG00000028780"
"3210","ENSMUSG00000028788"
"3211","ENSMUSG00000028792"
"3212","ENSMUSG00000028793"
"3213","ENSMUSG00000028795"
"3214","ENSMUSG00000028796"
"3215","ENSMUSG00000028797"
"3216","ENSMUSG00000028798"
"3217","ENSMUSG00000028800"
"3218","ENSMUSG00000028809"
"3219","ENSMUSG00000028811"
"3220","ENSMUSG00000028820"
"3221","ENSMUSG00000028821"
"3222","ENSMUSG00000028822"
"3223","ENSMUSG00000028826"
"3224","ENSMUSG00000028830"
"3225","ENSMUSG00000028833"
"3226","ENSMUSG00000028837"
"3227","ENSMUSG00000028840"
"3228","ENSMUSG00000028842"
"3229","ENSMUSG00000028843"
"3230","ENSMUSG00000028847"
"3231","ENSMUSG00000028848"
"3232","ENSMUSG00000028849"
"3233","ENSMUSG00000028851"
"3234","ENSMUSG00000028857"
"3235","ENSMUSG00000028860"
"3236","ENSMUSG00000028861"
"3237","ENSMUSG00000028863"
"3238","ENSMUSG00000028868"
"3239","ENSMUSG00000028869"
"3240","ENSMUSG00000028873"
"3241","ENSMUSG00000028878"
"3242","ENSMUSG00000028879"
"3243","ENSMUSG00000028882"
"3244","ENSMUSG00000028883"
"3245","ENSMUSG00000028884"
"3246","ENSMUSG00000028885"
"3247","ENSMUSG00000028886"
"3248","ENSMUSG00000028890"
"3249","ENSMUSG00000028893"
"3250","ENSMUSG00000028896"
"3251","ENSMUSG00000028898"
"3252","ENSMUSG00000028899"
"3253","ENSMUSG00000028901"
"3254","ENSMUSG00000028902"
"3255","ENSMUSG00000028906"
"3256","ENSMUSG00000028907"
"3257","ENSMUSG00000028910"
"3258","ENSMUSG00000028911"
"3259","ENSMUSG00000028914"
"3260","ENSMUSG00000028917"
"3261","ENSMUSG00000028919"
"3262","ENSMUSG00000028920"
"3263","ENSMUSG00000028923"
"3264","ENSMUSG00000028926"
"3265","ENSMUSG00000028931"
"3266","ENSMUSG00000028932"
"3267","ENSMUSG00000028937"
"3268","ENSMUSG00000028944"
"3269","ENSMUSG00000028948"
"3270","ENSMUSG00000028949"
"3271","ENSMUSG00000028953"
"3272","ENSMUSG00000028954"
"3273","ENSMUSG00000028955"
"3274","ENSMUSG00000028957"
"3275","ENSMUSG00000028958"
"3276","ENSMUSG00000028959"
"3277","ENSMUSG00000028960"
"3278","ENSMUSG00000028961"
"3279","ENSMUSG00000028962"
"3280","ENSMUSG00000028967"
"3281","ENSMUSG00000028969"
"3282","ENSMUSG00000028970"
"3283","ENSMUSG00000028974"
"3284","ENSMUSG00000028975"
"3285","ENSMUSG00000028980"
"3286","ENSMUSG00000028986"
"3287","ENSMUSG00000028988"
"3288","ENSMUSG00000028991"
"3289","ENSMUSG00000028995"
"3290","ENSMUSG00000028998"
"3291","ENSMUSG00000029003"
"3292","ENSMUSG00000029004"
"3293","ENSMUSG00000029007"
"3294","ENSMUSG00000029009"
"3295","ENSMUSG00000029012"
"3296","ENSMUSG00000029014"
"3297","ENSMUSG00000029017"
"3298","ENSMUSG00000029019"
"3299","ENSMUSG00000029022"
"3300","ENSMUSG00000029028"
"3301","ENSMUSG00000029029"
"3302","ENSMUSG00000029030"
"3303","ENSMUSG00000029033"
"3304","ENSMUSG00000029034"
"3305","ENSMUSG00000029036"
"3306","ENSMUSG00000029038"
"3307","ENSMUSG00000029047"
"3308","ENSMUSG00000029050"
"3309","ENSMUSG00000029061"
"3310","ENSMUSG00000029062"
"3311","ENSMUSG00000029063"
"3312","ENSMUSG00000029066"
"3313","ENSMUSG00000029068"
"3314","ENSMUSG00000029070"
"3315","ENSMUSG00000029071"
"3316","ENSMUSG00000029073"
"3317","ENSMUSG00000029076"
"3318","ENSMUSG00000029084"
"3319","ENSMUSG00000029090"
"3320","ENSMUSG00000029093"
"3321","ENSMUSG00000029094"
"3322","ENSMUSG00000029101"
"3323","ENSMUSG00000029103"
"3324","ENSMUSG00000029104"
"3325","ENSMUSG00000029106"
"3326","ENSMUSG00000029108"
"3327","ENSMUSG00000029110"
"3328","ENSMUSG00000029119"
"3329","ENSMUSG00000029122"
"3330","ENSMUSG00000029125"
"3331","ENSMUSG00000029126"
"3332","ENSMUSG00000029128"
"3333","ENSMUSG00000029131"
"3334","ENSMUSG00000029135"
"3335","ENSMUSG00000029141"
"3336","ENSMUSG00000029145"
"3337","ENSMUSG00000029146"
"3338","ENSMUSG00000029147"
"3339","ENSMUSG00000029148"
"3340","ENSMUSG00000029152"
"3341","ENSMUSG00000029153"
"3342","ENSMUSG00000029156"
"3343","ENSMUSG00000029161"
"3344","ENSMUSG00000029162"
"3345","ENSMUSG00000029163"
"3346","ENSMUSG00000029169"
"3347","ENSMUSG00000029171"
"3348","ENSMUSG00000029173"
"3349","ENSMUSG00000029175"
"3350","ENSMUSG00000029176"
"3351","ENSMUSG00000029177"
"3352","ENSMUSG00000029178"
"3353","ENSMUSG00000029185"
"3354","ENSMUSG00000029190"
"3355","ENSMUSG00000029191"
"3356","ENSMUSG00000029198"
"3357","ENSMUSG00000029199"
"3358","ENSMUSG00000029201"
"3359","ENSMUSG00000029202"
"3360","ENSMUSG00000029203"
"3361","ENSMUSG00000029207"
"3362","ENSMUSG00000029209"
"3363","ENSMUSG00000029213"
"3364","ENSMUSG00000029217"
"3365","ENSMUSG00000029221"
"3366","ENSMUSG00000029223"
"3367","ENSMUSG00000029227"
"3368","ENSMUSG00000029229"
"3369","ENSMUSG00000029231"
"3370","ENSMUSG00000029233"
"3371","ENSMUSG00000029234"
"3372","ENSMUSG00000029246"
"3373","ENSMUSG00000029247"
"3374","ENSMUSG00000029249"
"3375","ENSMUSG00000029250"
